ons_id,constituency_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,gender,candidate_type,old_constituency
W07000081,Aberafan Maesteg,Wales,Wales,County,7/5/24 4:07,Lab hold,Lab,Labour,,Stephen,Kinnock,,4359,Male,Re-elected Member,Aberavon
S14000060,Aberdeen North,Scotland,Scotland,Borough,7/5/24 5:00,SNP hold,SNP,Scottish National Party,,Kirsty,Blackman,Ann,4357,Female,Re-elected Member,Aberdeen North
S14000061,Aberdeen South,Scotland,Scotland,Borough,7/5/24 5:02,SNP hold,SNP,Scottish National Party,,Stephen,Flynn,Mark,4735,Male,Re-elected Member,Aberdeen South
S14000062,Aberdeenshire North and Moray East,Scotland,Scotland,County,7/5/24 5:47,SNP gain from Con,SNP,Scottish National Party,,Seamus,Logan,,,Male,New member,
S14000063,Airdrie and Shotts,Scotland,Scotland,County,7/5/24 5:04,Lab gain from SNP,Lab,Labour,,Kenneth,Stevenson,,,Male,New member,
E14001063,Aldershot,South East,England,Borough,7/5/24 4:48,Lab gain from Con,Lab,Labour,,Alex,Baker,,,Female,New member,
E14001064,Aldridge-Brownhills,West Midlands,England,Borough,7/5/24 5:45,Con hold,Con,Conservative,,Wendy,Morton,,4358,Female,Re-elected Member,Aldridge-Brownhills
S14000064,Alloa and Grangemouth,Scotland,Scotland,County,7/5/24 5:06,Lab gain from SNP,Lab,Labour,,Brian,Leishman,,,Male,New member,
E14001065,Altrincham and Sale West,North West,England,Borough,7/5/24 4:37,Lab gain from Con,Lab,Labour,Mr,Connor,Rand,Dean,,Male,New member,
W07000082,Alyn and Deeside,Wales,Wales,County,7/5/24 4:16,Lab hold,Lab,Labour,,Mark,Tami,,1383,Male,Re-elected Member,Alyn and Deeside
E14001066,Amber Valley,East Midlands,England,County,7/5/24 3:53,Lab gain from Con,Lab,Labour,,Linsey,Farnsworth,Jayne,,Female,New member,
S14000065,Angus and Perthshire Glens,Scotland,Scotland,County,7/5/24 8:11,SNP hold,SNP,Scottish National Party,,Dave,Doogan,Michael,4736,Male,Re-elected Member,Angus
S14000066,Arbroath and Broughty Ferry,Scotland,Scotland,County,7/5/24 6:04,SNP hold,SNP,Scottish National Party,,Stephen,Gethins,Patrick,4434,Male,Historical member,
S14000067,"Argyll, Bute and South Lochaber",Scotland,Scotland,County,7/5/24 6:49,SNP hold,SNP,Scottish National Party,,Brendan,O'Hara,,4371,Male,Re-elected Member,Argyll and Bute
E14001067,Arundel and South Downs,South East,England,County,7/5/24 6:05,Con hold,Con,Conservative,,Andrew,Griffith,,4874,Male,Re-elected Member,Arundel and South Downs
E14001068,Ashfield,East Midlands,England,County,7/5/24 2:30,RUK gain from Con,RUK,Reform UK,,Lee,Anderson,John,4743,Male,Re-elected Member,Ashfield
E14001069,Ashford,South East,England,County,7/5/24 5:25,Lab gain from Con,Lab,Labour,,Sojan,Joseph,,,Male,New member,
E14001070,Ashton-under-Lyne,North West,England,Borough,7/5/24 3:18,Lab hold,Lab,Labour,Ms,Angela,Rayner,,4356,Female,Re-elected Member,Ashton-under-Lyne
E14001071,Aylesbury,South East,England,County,7/5/24 6:47,Lab gain from Con,Lab,Labour,,Laura,Kyrke-Smith,Elizabeth,,Female,New member,
S14000107,"Ayr, Carrick and Cumnock",Scotland,Scotland,County,7/5/24 5:08,Lab gain from SNP,Lab,Labour,,Elaine,Stewart,,,Female,New member,
E14001072,Banbury,South East,England,County,7/5/24 6:25,Lab gain from Con,Lab,Labour,,Sean,Woodcock,Lee,,Male,New member,
W07000083,Bangor Aberconwy,Wales,Wales,County,7/5/24 3:45,Lab gain from Con,Lab,Labour,,Claire,Hughes,,,Female,New member,
E14001073,Barking,London,England,Borough,7/5/24 4:48,Lab hold,Lab,Labour,,Nesil,Caliskan,,,Female,New member,
E14001074,Barnsley North,Yorkshire and The Humber,England,County,7/5/24 2:28,Lab hold,Lab,Labour,,Dan,Jarvis,,4243,Male,Re-elected Member,Barnsley Central
E14001075,Barnsley South,Yorkshire and The Humber,England,County,7/5/24 2:25,Lab hold,Lab,Labour,,Stephanie,Peacock,Louise,4607,Female,Re-elected Member,Barnsley East
E14001076,Barrow and Furness,North West,England,County,7/5/24 2:59,Lab gain from Con,Lab,Labour,,Michelle,Scrogham,,,Female,New member,
E14001077,Basildon and Billericay,East of England,England,Borough,7/5/24 4:45,Con hold,Con,Conservative,,Richard,Holden,John,4813,Male,Re-elected Member,North West Durham
E14001078,Basingstoke,South East,England,Borough,7/5/24 5:27,Lab gain from Con,Lab,Labour,,Luke,Murphy,,,Male,New member,
E14001079,Bassetlaw,East Midlands,England,County,7/5/24 3:59,Lab gain from Con,Lab,Labour,,Jo,White,,,Female,New member,
E14001080,Bath,South West,England,County,7/5/24 4:35,LD hold,LD,Liberal Democrat,,Wera,Hobhouse,Benedicta,4602,Female,Re-elected Member,Bath
S14000068,Bathgate and Linlithgow,Scotland,Scotland,County,7/5/24 5:10,Lab gain from SNP,Lab,Labour and Co-operative,,Kirsteen,Sullivan,Ann,,Female,New member,
E14001081,Battersea,London,England,Borough,7/5/24 2:55,Lab hold,Lab,Labour,,Marsha,De Cordova,Chantol,4676,Female,Re-elected Member,Battersea
E14001082,Beaconsfield,South East,England,County,7/5/24 7:29,Con hold,Con,Conservative,,Joy,Morrissey,,4759,Female,Re-elected Member,Beaconsfield
E14001083,Beckenham and Penge,London,England,Borough,7/5/24 4:22,Lab hold,Lab,Labour,,Liam,Conlon,,,Male,New member,
E14001084,Bedford,East of England,England,Borough,7/5/24 5:32,Lab hold,Lab,Labour,,Mohammad,Yasin,,4598,Male,Re-elected Member,Bedford
N05000001,Belfast East,Northern Ireland,Northern Ireland,Borough,7/5/24 5:43,DUP hold,DUP,Democratic Unionist Party,,Gavin,Robinson,,4360,Male,Re-elected Member,Belfast East
N05000002,Belfast North,Northern Ireland,Northern Ireland,Borough,7/5/24 4:57,SF hold,SF,Sinn Fein,,John,Finucane,,4823,Male,Re-elected Member,Belfast North
N05000003,Belfast South and Mid Down,Northern Ireland,Northern Ireland,Borough,7/5/24 5:57,SDLP hold,SDLP,Social Democratic and Labour Party,,Claire,Hanna,,4827,Female,Re-elected Member,Belfast South
N05000004,Belfast West,Northern Ireland,Northern Ireland,Borough,7/5/24 6:23,SF hold,SF,Sinn Fein,,Paul,Maskey,,4245,Male,Re-elected Member,Belfast West
E14001085,Bermondsey and Old Southwark,London,England,Borough,7/5/24 3:21,Lab hold,Lab,Labour,,Neil,Coyle,,4368,Male,Re-elected Member,Bermondsey and Old Southwark
S14000108,"Berwickshire, Roxburgh and Selkirk",Scotland,Scotland,County,7/5/24 5:12,Con hold,Con,Conservative,,John,Lamont,Robert,4608,Male,Re-elected Member,"Berwickshire, Roxburgh and Selkirk"
E14001086,Bethnal Green and Stepney,London,England,Borough,7/5/24 5:51,Lab hold,Lab,Labour,,Rushanara,Ali,,4138,Female,Re-elected Member,Bethnal Green and Bow
E14001087,Beverley and Holderness,Yorkshire and The Humber,England,County,7/5/24 6:38,Con hold,Con,Conservative,,Graham,Stuart,,1482,Male,Re-elected Member,Beverley and Holderness
E14001088,Bexhill and Battle,South East,England,County,7/5/24 4:50,Con hold,Con,Conservative,,Kieran,Mullan,John,4860,Male,Re-elected Member,Crewe and Nantwich
E14001089,Bexleyheath and Crayford,London,England,Borough,7/5/24 5:01,Lab gain from Con,Lab,Labour,,Daniel,Francis,,,Male,New member,
E14001090,Bicester and Woodstock,South East,England,County,7/5/24 7:05,LD gain from Con,LD,Liberal Democrat,,Calum,Miller,Alexander,,Male,New member,
E14001091,Birkenhead,North West,England,Borough,7/5/24 3:50,Lab hold,Lab,Labour,,Alison,McGovern,,4083,Female,Re-elected Member,Wirral South
E14001092,Birmingham Edgbaston,West Midlands,England,Borough,7/5/24 7:37,Lab hold,Lab,Labour and Co-operative,,Preet,Gill,Kaur,4603,Female,Re-elected Member,"Birmingham, Edgbaston"
E14001093,Birmingham Erdington,West Midlands,England,Borough,7/5/24 5:46,Lab hold,Lab,Labour,Mrs,Paulette,Hamilton,Adassa,4938,Female,Re-elected Member,"Birmingham, Erdington"
E14001094,Birmingham Hall Green and Moseley,West Midlands,England,Borough,7/5/24 6:11,Lab hold,Lab,Labour,,Tahir,Ali,,4747,Male,Re-elected Member,"Birmingham, Hall Green"
E14001095,Birmingham Hodge Hill and Solihull North,West Midlands,England,Borough,7/5/24 4:55,Lab hold,Lab,Labour,,Liam,Byrne,Dominic,1171,Male,Re-elected Member,"Birmingham, Hodge Hill"
E14001096,Birmingham Ladywood,West Midlands,England,Borough,7/5/24 6:46,Lab hold,Lab,Labour,,Shabana,Mahmood,,3914,Female,Re-elected Member,"Birmingham, Ladywood"
E14001097,Birmingham Northfield,West Midlands,England,Borough,7/5/24 5:19,Lab gain from Con,Lab,Labour,,Laurence,Turner,David Russell,,Male,New member,
E14001098,Birmingham Perry Barr,West Midlands,England,Borough,7/5/24 8:19,Ind gain from Lab,Ind,Independent,,Ayoub,Khan,,,Male,New member,
E14001099,Birmingham Selly Oak,West Midlands,England,Borough,7/5/24 5:15,Lab hold,Lab,Labour,,Al,Carns,,,Male,New member,
E14001100,Birmingham Yardley,West Midlands,England,Borough,7/5/24 6:29,Lab hold,Lab,Labour,,Jess,Phillips,,4370,Female,Re-elected Member,"Birmingham, Yardley"
E14001101,Bishop Auckland,North East,England,County,7/5/24 4:16,Lab gain from Con,Lab,Labour,,Sam,Rushworth,,,Male,New member,
E14001102,Blackburn,North West,England,Borough,7/5/24 5:13,Ind gain from Lab,Ind,Independent,Mr,Adnan,Hussain,,,Male,New member,
E14001103,Blackley and Middleton South,North West,England,Borough,7/5/24 5:20,Lab hold,Lab,Labour,,Graham,Stringer,Eric,449,Male,Re-elected Member,Blackley and Broughton
E14001104,Blackpool North and Fleetwood,North West,England,Borough,7/5/24 4:58,Lab gain from Con,Lab,Labour,Mrs,Lorraine,Beavers,,,Female,New member,
E14001105,Blackpool South,North West,England,Borough,7/5/24 2:28,Lab gain from Con,Lab,Labour,Mr,Chris,Webb,,5025,Male,Re-elected Member,Blackpool South
W07000084,Blaenau Gwent and Rhymney,Wales,Wales,County,7/5/24 5:30,Lab hold,Lab,Labour,,Nick,Smith,,3928,Male,Re-elected Member,Blaenau Gwent
E14001106,Blaydon and Consett,North East,England,County,7/5/24 4:25,Lab hold,Lab,Labour,,Liz,Twist,,4618,Female,Re-elected Member,Blaydon
E14001107,Blyth and Ashington,North East,England,County,7/4/24 23:51,Lab hold,Lab,Labour,,Ian,Lavery,,4139,Male,Re-elected Member,Wansbeck
E14001108,Bognor Regis and Littlehampton,South East,England,Borough,7/5/24 5:13,Con hold,Con,Conservative,,Alison,Griffiths,,,Female,New member,
E14001109,Bolsover,East Midlands,England,County,7/5/24 3:10,Lab gain from Con,Lab,Labour,,Natalie,Fleet,Sarah,,Female,New member,
E14001110,Bolton North East,North West,England,Borough,7/5/24 4:04,Lab gain from Con,Lab,Labour,,Kirith,Entwistle,,,Female,New member,
E14001111,Bolton South and Walkden,North West,England,Borough,7/5/24 3:29,Lab hold,Lab,Labour,,Yasmin,Qureshi,,3924,Female,Re-elected Member,Bolton South East
E14001112,Bolton West,North West,England,County,7/5/24 3:40,Lab gain from Con,Lab,Labour,Mr,Phil,Brickell,,,Male,New member,
E14001113,Bootle,North West,England,Borough,7/5/24 2:44,Lab hold,Lab,Labour,Mr,Peter,Dowd,,4397,Male,Re-elected Member,Bootle
E14001114,Boston and Skegness,East Midlands,England,County,7/5/24 4:23,RUK gain from Con,RUK,Reform UK,,Richard,Tice,,,Male,New member,
E14001115,Bournemouth East,South West,England,Borough,7/5/24 5:13,Lab gain from Con,Lab,Labour,,Tom,Hayes,,,Male,New member,
E14001116,Bournemouth West,South West,England,Borough,7/5/24 5:11,Lab gain from Con,Lab,Labour,,Jessica,Toale,Jade,,Female,New member,
E14001117,Bracknell,South East,England,Borough,7/5/24 4:38,Lab gain from Con,Lab,Labour,,Peter,Swallow,,,Male,New member,
E14001118,Bradford East,Yorkshire and The Humber,England,Borough,7/5/24 6:23,Lab hold,Lab,Labour,,Imran,Hussain,,4394,Male,Re-elected Member,Bradford East
E14001119,Bradford South,Yorkshire and The Humber,England,Borough,7/5/24 5:50,Lab hold,Lab,Labour,,Judith,Cummins,Mary,4391,Female,Re-elected Member,Bradford South
E14001120,Bradford West,Yorkshire and The Humber,England,Borough,7/5/24 5:52,Lab hold,Lab,Labour,,Naz,Shah,Akhtar,4409,Female,Re-elected Member,Bradford West
E14001121,Braintree,East of England,England,County,7/5/24 6:32,Con hold,Con,Conservative,,James,Cleverly,Spencer,4366,Male,Re-elected Member,Braintree
W07000085,"Brecon, Radnor and Cwm Tawe",Wales,Wales,County,7/5/24 5:42,LD gain from Con,LD,Liberal Democrat,,David,Chadwick,,,Male,New member,
E14001122,Brent East,London,England,Borough,7/5/24 3:29,Lab hold,Lab,Labour,,Dawn,Butler,Petula,1489,Female,Re-elected Member,Brent Central
E14001123,Brent West,London,England,Borough,7/5/24 6:02,Lab hold,Lab,Labour,,Barry,Gardiner,Strachan,146,Male,Re-elected Member,Brent North
E14001124,Brentford and Isleworth,London,England,Borough,7/5/24 4:14,Lab hold,Lab,Labour,,Ruth,Cadbury,Margaret,4389,Female,Re-elected Member,Brentford and Isleworth
E14001125,Brentwood and Ongar,East of England,England,County,7/5/24 4:03,Con hold,Con,Conservative,,Alex,Burghart,,4613,Male,Re-elected Member,Brentwood and Ongar
W07000086,Bridgend,Wales,Wales,County,7/5/24 2:25,Lab gain from Con,Lab,Labour,,Chris,Elmore,Philip James,4572,Male,Re-elected Member,Ogmore
E14001126,Bridgwater,South West,England,County,7/5/24 3:53,Con hold,Con,Conservative,Sir,Ashley,Fox,,,Male,New member,
E14001127,Bridlington and The Wolds,Yorkshire and The Humber,England,County,7/5/24 5:54,Con hold,Con,Conservative,,Charlie,Dewhirst,,,Male,New member,
E14001128,Brigg and Immingham,Yorkshire and The Humber,England,County,7/5/24 5:55,Con hold,Con,Conservative,,Martin,Vickers,John,3957,Male,Re-elected Member,Cleethorpes
E14001129,Brighton Kemptown and Peacehaven,South East,England,Borough,7/5/24 5:51,Lab hold,Lab,Labour,,Chris,Ward,,,Male,New member,
E14001130,Brighton Pavilion,South East,England,Borough,7/5/24 6:22,Green hold,Green,Green,,Si̢n,Berry,,,Female,New member,
E14001131,Bristol Central,South West,England,Borough,7/5/24 3:58,Green gain from Lab,Green,Green,,Carla,Denyer,,,Female,New member,
E14001132,Bristol East,South West,England,Borough,7/5/24 5:16,Lab hold,Lab,Labour,,Kerry,McCarthy,Gillian,1491,Female,Re-elected Member,Bristol East
E14001133,Bristol North East,South West,England,Borough,7/5/24 4:30,Lab hold,Lab,Labour,,Damien,Egan,James,5010,Male,Re-elected Member,Kingswood
E14001134,Bristol North West,South West,England,Borough,7/5/24 4:58,Lab hold,Lab,Labour,,Darren,Jones,,4621,Male,Re-elected Member,Bristol North West
E14001135,Bristol South,South West,England,Borough,7/5/24 3:49,Lab hold,Lab,Labour,,Karin,Smyth,,4444,Female,Re-elected Member,Bristol South
E14001136,Broadland and Fakenham,East of England,England,County,7/5/24 5:00,Con hold,Con,Conservative,,Jerome,Mayhew,,4739,Male,Re-elected Member,Broadland
E14001137,Bromley and Biggin Hill,London,England,Borough,7/5/24 5:08,Con hold,Con,Conservative,,Peter,Fortune,Timothy,,Male,New member,
E14001138,Bromsgrove,West Midlands,England,County,7/5/24 4:44,Con hold,Con,Conservative,,Bradley,Thomas,Anthony,,Male,New member,
E14001139,Broxbourne,East of England,England,County,7/5/24 3:04,Con hold,Con,Conservative,,Lewis,Cocking,,,Male,New member,
E14001140,Broxtowe,East Midlands,England,County,7/5/24 3:01,Lab gain from Con,Lab,Labour,,Juliet,Campbell,Olive,,Female,New member,
E14001141,Buckingham and Bletchley,South East,England,County,7/5/24 5:15,Lab gain from Con,Lab,Labour,,Callum,Anderson,,,Male,New member,
E14001142,Burnley,North West,England,County,7/5/24 4:44,Lab gain from Con,Lab,Labour and Co-operative,,Oliver,Ryan,David,,Male,New member,
E14001143,Burton and Uttoxeter,West Midlands,England,County,7/5/24 3:24,Lab gain from Con,Lab,Labour,,Jacob,Collier,,,Male,New member,
E14001144,Bury North,North West,England,Borough,7/5/24 4:41,Lab gain from Con,Lab,Labour,Mr,James,Frith,,4637,Male,Historical member,
E14001145,Bury South,North West,England,Borough,7/5/24 5:21,Lab gain from Con,Lab,Labour,Mr,Christian,Wakeford,,4871,Male,Re-elected Member,Bury South
E14001146,Bury St Edmunds and Stowmarket,East of England,England,County,7/5/24 5:36,Lab gain from Con,Lab,Labour,,Peter,Prinsley,Richard,,Male,New member,
W07000087,Caerfyrddin,Wales,Wales,County,7/5/24 5:16,PC gain from Con,PC,Plaid Cymru,Ms,Ann,Davies,,,Female,New member,
W07000088,Caerphilly,Wales,Wales,County,7/5/24 4:35,Lab hold,Lab,Labour and Co-operative,,Chris,Evans,,4040,Male,Re-elected Member,Islwyn
S14000069,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,County,7/5/24 6:15,LD gain from SNP,LD,Liberal Democrat,,Jamie,Stone,,4612,Male,Re-elected Member,"Caithness, Sutherland and Easter Ross"
E14001147,Calder Valley,Yorkshire and The Humber,England,County,7/5/24 5:57,Lab gain from Con,Lab,Labour,,Josh,Fenton-Glynn,,,Male,New member,
E14001148,Camborne and Redruth,South West,England,County,7/5/24 5:06,Lab gain from Con,Lab,Labour,,Perran,Moon,,,Male,New member,
E14001149,Cambridge,East of England,England,Borough,7/5/24 3:45,Lab hold,Lab,Labour,,Daniel,Zeichner,Stephen,4382,Male,Re-elected Member,Cambridge
E14001150,Cannock Chase,West Midlands,England,County,7/5/24 2:30,Lab gain from Con,Lab,Labour,,Josh,Newbury,,,Male,New member,
E14001151,Canterbury,South East,England,County,7/5/24 4:43,Lab hold,Lab,Labour,,Rosie,Duffield,,4616,Female,Re-elected Member,Canterbury
W07000089,Cardiff East,Wales,Wales,Borough,7/5/24 4:44,Lab hold,Lab,Labour,,Jo,Stevens,,4425,Female,Re-elected Member,Cardiff Central
W07000090,Cardiff North,Wales,Wales,Borough,7/5/24 5:17,Lab hold,Lab,Labour,,Anna,McMorrin,,4632,Female,Re-elected Member,Cardiff North
W07000091,Cardiff South and Penarth,Wales,Wales,Borough,7/5/24 4:56,Lab hold,Lab,Labour and Co-operative,,Stephen,Doughty,,4264,Male,Re-elected Member,Cardiff South and Penarth
W07000092,Cardiff West,Wales,Wales,Borough,7/5/24 4:31,Lab hold,Lab,Labour,Mr,Alex,Barros-Curtis,,,Male,New member,
E14001152,Carlisle,North West,England,County,7/5/24 3:57,Lab gain from Con,Lab,Labour,Ms,Julie,Minns,,,Female,New member,
E14001153,Carshalton and Wallington,London,England,Borough,7/5/24 3:22,LD gain from Con,LD,Liberal Democrat,,Bobby,Dean,,,Male,New member,
E14001154,Castle Point,East of England,England,Borough,7/5/24 4:47,Con hold,Con,Conservative,,Rebecca,Harris,Elizabeth Scott,3948,Female,Re-elected Member,Castle Point
S14000109,Central Ayrshire,Scotland,Scotland,County,7/5/24 5:18,Lab gain from SNP,Lab,Labour,,Alan,Gemmell,,,Male,New member,
E14001155,Central Devon,South West,England,County,7/5/24 7:08,Con hold,Con,Conservative,,Mel,Stride,,3935,Male,Re-elected Member,Central Devon
E14001156,Central Suffolk and North Ipswich,East of England,England,County,7/5/24 6:08,Con hold,Con,Conservative,,Patrick,Spencer,,,Male,New member,
W07000093,Ceredigion Preseli,Wales,Wales,County,7/5/24 4:38,PC hold,PC,Plaid Cymru,,Ben,Lake,,4630,Male,Re-elected Member,Ceredigion
E14001157,Chatham and Aylesford,South East,England,County,7/5/24 5:17,Lab gain from Con,Lab,Labour,,Tristan,Osborne,John,,Male,New member,
E14001158,Cheadle,North West,England,Borough,7/5/24 3:52,LD gain from Con,LD,Liberal Democrat,Mr,Tom,Morrison,,,Male,New member,
E14001159,Chelmsford,East of England,England,Borough,7/5/24 3:33,LD gain from Con,LD,Liberal Democrat,,Marie,Goldman,,,Female,New member,
E14001160,Chelsea and Fulham,London,England,Borough,7/5/24 6:45,Lab gain from Con,Lab,Labour,,Ben,Coleman,,,Male,New member,
E14001161,Cheltenham,South West,England,Borough,7/5/24 3:08,LD gain from Con,LD,Liberal Democrat,,Max,Wilkinson,,,Male,New member,
E14001162,Chesham and Amersham,South East,England,County,7/5/24 7:47,LD gain from Con,LD,Liberal Democrat,,Sarah,Green,Louise,4918,Female,Re-elected Member,Chesham and Amersham
E14001163,Chester North and Neston,North West,England,County,7/5/24 5:33,Lab hold,Lab,Labour,Ms,Samantha,Dixon,Kate,4976,Female,Re-elected Member,City of Chester
E14001164,Chester South and Eddisbury,North West,England,County,7/5/24 5:57,Con hold,Con,Conservative,Ms,Aphra,Brandreth,,,Female,New member,
E14001165,Chesterfield,East Midlands,England,Borough,7/5/24 5:04,Lab hold,Lab,Labour,,Toby,Perkins,,3952,Male,Re-elected Member,Chesterfield
E14001166,Chichester,South East,England,County,7/5/24 6:39,LD gain from Con,LD,Liberal Democrat,,Jess,Brown-Fuller,,,Female,New member,
E14001167,Chingford and Woodford Green,London,England,Borough,7/5/24 3:36,Con hold,Con,Conservative,,Iain,Duncan Smith,,152,Male,Re-elected Member,Chingford and Woodford Green
E14001168,Chippenham,South West,England,County,7/5/24 5:18,LD gain from Con,LD,Liberal Democrat,,Sarah,Gibson,,,Female,New member,
E14001169,Chipping Barnet,London,England,Borough,7/5/24 5:44,Lab gain from Con,Lab,Labour,,Dan,Tomlinson,,,Male,New member,
E14001170,Chorley,North West,England,County,7/5/24 2:40,Spk hold,Spk,Speaker,Sir,Lindsay,Hoyle,Harvey,467,Male,Re-elected Member,Chorley
E14001171,Christchurch,South West,England,County,7/5/24 6:17,Con hold,Con,Conservative,Sir,Christopher,Chope,Robert,242,Male,Re-elected Member,Christchurch
E14001172,Cities of London and Westminster,London,England,Borough,7/5/24 5:26,Lab gain from Con,Lab,Labour and Co-operative,,Rachel,Blake,Nancy,,Female,New member,
E14001173,City of Durham,North East,England,County,7/5/24 3:40,Lab hold,Lab,Labour,,Mary,Foy,Kelly,4753,Female,Re-elected Member,City of Durham
E14001174,Clacton,East of England,England,County,7/5/24 4:05,RUK gain from Con,RUK,Reform UK,,Nigel,Farage,Paul,,Male,New member,
E14001175,Clapham and Brixton Hill,London,England,Borough,7/5/24 4:51,Lab hold,Lab,Labour,,Bell,Ribeiro-Addy,Janet,4764,Female,Re-elected Member,Streatham
W07000094,Clwyd East,Wales,Wales,County,7/5/24 4:54,Lab gain from Con,Lab,Labour,,Becky,Gettins,,,Female,New member,
W07000095,Clwyd North,Wales,Wales,County,7/5/24 4:04,Lab gain from Con,Lab,Labour,,Gill,German,,,Female,New member,
S14000070,Coatbridge and Bellshill,Scotland,Scotland,Borough,7/5/24 5:20,Lab gain from SNP,Lab,Labour,,Frank,McNally,,,Male,New member,
E14001176,Colchester,East of England,England,Borough,7/5/24 2:48,Lab gain from Con,Lab,Labour,,Pam,Cox,,,Female,New member,
E14001177,Colne Valley,Yorkshire and The Humber,England,County,7/5/24 6:25,Lab gain from Con,Lab,Labour,,Paul,Davies,,,Male,New member,
E14001178,Congleton,North West,England,County,7/5/24 6:38,Lab gain from Con,Lab,Labour,Mrs,Sarah,Russell,Alison,,Female,New member,
E14001179,Corby and East Northamptonshire,East Midlands,England,County,7/5/24 6:11,Lab gain from Con,Lab,Labour,,Lee,Barron,,,Male,New member,
E14001180,Coventry East,West Midlands,England,Borough,7/5/24 2:56,Lab hold,Lab,Labour,,Mary,Creagh,,1579,Female,Historical member,
E14001181,Coventry North West,West Midlands,England,Borough,7/5/24 3:10,Lab hold,Lab,Labour,,Taiwo,Owatemi,,4779,Female,Re-elected Member,Coventry North West
E14001182,Coventry South,West Midlands,England,Borough,7/5/24 3:48,Lab hold,Lab,Labour,,Zarah,Sultana,,4786,Female,Re-elected Member,Coventry South
S14000071,Cowdenbeath and Kirkcaldy,Scotland,Scotland,County,7/5/24 5:22,Lab gain from SNP,Lab,Labour,,Melanie,Ward,Claire,,Female,New member,
E14001183,Cramlington and Killingworth,North East,England,County,7/5/24 1:55,Lab hold,Lab,Labour and Co-operative,,Emma,Foody,,,Female,New member,
E14001184,Crawley,South East,England,Borough,7/5/24 6:57,Lab gain from Con,Lab,Labour,,Peter,Lamb,,,Male,New member,
E14001185,Crewe and Nantwich,North West,England,County,7/5/24 5:49,Lab gain from Con,Lab,Labour,,Connor,Naismith,James,,Male,New member,
E14001186,Croydon East,London,England,Borough,7/5/24 3:45,Lab hold,Lab,Labour,,Natasha,Irons,Dawn,,Female,New member,
E14001187,Croydon South,London,England,Borough,7/5/24 4:35,Con hold,Con,Conservative,,Chris,Philp,Ian Brian Mynott,4503,Male,Re-elected Member,Croydon South
E14001188,Croydon West,London,England,Borough,7/5/24 4:39,Lab hold,Lab,Labour,,Sarah,Jones,Ann,4631,Female,Re-elected Member,Croydon Central
S14000072,Cumbernauld and Kirkintilloch,Scotland,Scotland,County,7/5/24 6:09,Lab gain from SNP,Lab,Labour,,Katrina,Murray,Laidlaw,,Female,New member,
E14001189,Dagenham and Rainham,London,England,Borough,7/5/24 5:36,Lab hold,Lab,Labour,,Margaret,Mullane,,,Female,New member,
E14001190,Darlington,North East,England,County,7/5/24 2:57,Lab gain from Con,Lab,Labour,,Lola,McEvoy,,,Female,New member,
E14001191,Dartford,South East,England,County,7/5/24 5:18,Lab gain from Con,Lab,Labour,,Jim,Dickson,,,Male,New member,
E14001192,Daventry,East Midlands,England,County,7/5/24 7:36,Con hold,Con,Conservative,,Stuart,Andrew,,4032,Male,Re-elected Member,Pudsey
E14001193,Derby North,East Midlands,England,Borough,7/5/24 4:11,Lab gain from Con,Lab,Labour,,Catherine,Atkinson,Helen,,Female,New member,
E14001194,Derby South,East Midlands,England,Borough,7/5/24 4:27,Lab hold,Lab,Labour and Co-operative,,Baggy,Shanker,,,Male,New member,
E14001195,Derbyshire Dales,East Midlands,England,County,7/5/24 6:55,Lab gain from Con,Lab,Labour,,John,Whitby,Michael,,Male,New member,
E14001196,Dewsbury and Batley,Yorkshire and The Humber,England,Borough,7/5/24 6:00,Ind gain from Lab,Ind,Independent,,Iqbal,Mohamed,Hussain,,Male,New member,
E14001197,Didcot and Wantage,South East,England,County,7/5/24 6:20,LD gain from Con,LD,Liberal Democrat,,Olly,Glover,,,Male,New member,
E14001198,Doncaster Central,Yorkshire and The Humber,England,County,7/5/24 4:37,Lab hold,Lab,Labour and Co-operative,,Sally,Jameson,,,Female,New member,
E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,England,County,7/5/24 6:02,Lab gain from Con,Lab,Labour,,Lee,Pitcher,,,Male,New member,
E14001200,Doncaster North,Yorkshire and The Humber,England,County,7/5/24 6:05,Lab hold,Lab,Labour,,Ed,Miliband,Samuel,1510,Male,Re-elected Member,Doncaster North
E14001201,Dorking and Horley,South East,England,County,7/5/24 5:15,LD gain from Con,LD,Liberal Democrat,,Chris,Coghlan,,,Male,New member,
E14001202,Dover and Deal,South East,England,County,7/5/24 6:45,Lab gain from Con,Lab,Labour,,Mike,Tapp,,,Male,New member,
E14001203,Droitwich and Evesham,West Midlands,England,County,7/5/24 4:13,Con hold,Con,Conservative,,Nigel,Huddleston,Paul,4407,Male,Re-elected Member,Mid Worcestershire
E14001204,Dudley,West Midlands,England,Borough,7/5/24 6:04,Lab gain from Con,Lab,Labour,,Sonia,Kumar,,,Female,New member,
E14001205,Dulwich and West Norwood,London,England,Borough,7/5/24 5:37,Lab hold,Lab,Labour,,Helen,Hayes,Elizabeth,4510,Female,Re-elected Member,Dulwich and West Norwood
